evaluationID,obtainedMarks,assessment_id,registration_id
38956,10,1325,3542
38957,12,1326,3542
38958,2,1327,3542
38959,10,1328,3542
38960,12,1329,3542
38961,21,1330,3542
38962,16,1331,3542
38963,8,1321,3543
38964,25,1322,3543
38965,1,1323,3543
38966,11,1324,3543
38967,3,1325,3543
38968,19,1326,3543
38969,9,1327,3543
38970,15,1328,3543
38971,9,1329,3543
38972,10,1330,3543
38973,13,1331,3543
38974,24,1321,3544
38975,24,1322,3544
38976,18,1323,3544
38977,5,1324,3544
38978,13,1325,3544
38979,6,1326,3544
38980,13,1327,3544
38981,14,1328,3544
38982,9,1329,3544
38983,24,1330,3544
38984,22,1331,3544
38985,3,1321,3545
38986,11,1322,3545
38987,4,1323,3545
38988,19,1324,3545
38989,1,1325,3545
38990,0,1326,3545
38991,20,1327,3545
38992,0,1328,3545
38993,5,1329,3545
38994,0,1330,3545
38995,5,1331,3545
38996,24,1343,3546
38997,21,1344,3546
38998,0,1345,3546
38999,2,1346,3546
39000,11,1347,3546
39001,18,1348,3546
39002,20,1349,3546
39003,12,1350,3546
39004,6,1351,3546
39005,29,1352,3546
39006,18,1353,3546
39007,11,1343,3547
39008,14,1344,3547
39009,5,1345,3547
39010,15,1346,3547
39011,17,1347,3547
39012,3,1348,3547
39013,12,1349,3547
39014,5,1350,3547
39015,15,1351,3547
39016,41,1352,3547
39017,28,1353,3547
39018,3,1332,3548
39019,11,1333,3548
39020,21,1334,3548
39021,15,1335,3548
39022,1,1336,3548
39023,0,1337,3548
39024,0,1338,3548
39025,0,1339,3548
39026,15,1340,3548
39027,27,1341,3548
39028,15,1342,3548
39029,3,1343,3549
39030,12,1344,3549
39031,5,1345,3549
39032,13,1346,3549
39033,13,1347,3549
39034,9,1348,3549
39035,10,1349,3549
39036,0,1350,3549
39037,9,1351,3549
39038,38,1352,3549
39039,23,1353,3549
39040,11,1321,3550
39041,25,1322,3550
39042,30,1323,3550
39043,0,1324,3550
39044,2,1325,3550
39045,19,1326,3550
39046,8,1327,3550
39047,2,1328,3550
39048,9,1329,3550
39049,31,1330,3550
39050,19,1331,3550
39051,7,1321,3551
39052,8,1322,3551
39053,19,1323,3551
39054,13,1324,3551
39055,28,1325,3551
39056,15,1326,3551
39057,10,1327,3551
39058,6,1328,3551
39059,5,1329,3551
39060,6,1330,3551
39061,7,1331,3551
39062,8,1343,3552
39063,20,1344,3552
39064,7,1345,3552
39065,9,1346,3552
39066,30,1347,3552
39067,15,1348,3552
39068,8,1349,3552
39069,1,1350,3552
39070,10,1351,3552
39071,23,1352,3552
39072,24,1353,3552
39073,1,1332,3553
39074,12,1333,3553
39075,1,1334,3553
39076,18,1335,3553
39077,11,1336,3553
39078,17,1337,3553
39079,15,1338,3553
39080,7,1339,3553
39081,13,1340,3553
39082,19,1341,3553
39083,0,1342,3553
39084,22,1343,3554
39085,13,1344,3554
39086,9,1345,3554
39087,15,1346,3554
39088,24,1347,3554
39089,9,1348,3554
39090,6,1349,3554
39091,2,1350,3554
39092,14,1351,3554
39093,39,1352,3554
39094,2,1353,3554
39095,0,1321,3555
39096,8,1322,3555
39097,5,1323,3555
39098,17,1324,3555
39099,23,1325,3555
39100,17,1326,3555
39101,20,1327,3555
39102,13,1328,3555
39103,6,1329,3555
39104,32,1330,3555
39105,28,1331,3555
39106,24,1321,3556
39107,10,1322,3556
39108,19,1323,3556
39109,3,1324,3556
39110,2,1325,3556
39111,19,1326,3556
39112,12,1327,3556
39113,11,1328,3556
39114,1,1329,3556
39115,24,1330,3556
39116,11,1331,3556
39117,1,1332,3557
39118,14,1333,3557
39119,12,1334,3557
39120,10,1335,3557
39121,26,1336,3557
39122,14,1337,3557
39123,8,1338,3557
39124,2,1339,3557
39125,5,1340,3557
39126,50,1341,3557
39127,12,1342,3557
39128,10,1332,3558
39129,4,1333,3558
39130,25,1334,3558
39131,19,1335,3558
39132,6,1336,3558
39133,2,1337,3558
39134,1,1338,3558
39135,1,1339,3558
39136,15,1340,3558
39137,45,1341,3558
39138,20,1342,3558
39139,11,1332,3559
39140,12,1333,3559
39141,8,1334,3559
39142,6,1335,3559
39143,6,1336,3559
39144,6,1337,3559
39145,11,1338,3559
39146,5,1339,3559
39147,12,1340,3559
39148,7,1341,3559
39149,2,1342,3559
39150,19,1321,3560
39151,13,1322,3560
39152,9,1323,3560
39153,20,1324,3560
39154,28,1325,3560
39155,17,1326,3560
39156,9,1327,3560
39157,5,1328,3560
39158,4,1329,3560
39159,48,1330,3560
39160,5,1331,3560
39161,14,1332,3561
39162,8,1333,3561
39163,15,1334,3561
39164,9,1335,3561
39165,6,1336,3561
39166,10,1337,3561
39167,9,1338,3561
39168,5,1339,3561
39169,3,1340,3561
39170,26,1341,3561
39171,4,1342,3561
39172,23,1332,3562
39173,16,1333,3562
39174,18,1334,3562
39175,6,1335,3562
39176,5,1336,3562
39177,15,1337,3562
39178,12,1338,3562
39179,10,1339,3562
39180,0,1340,3562
39181,22,1341,3562
39182,22,1342,3562
39183,4,1332,3563
39184,15,1333,3563
39185,22,1334,3563
39186,6,1335,3563
39187,18,1336,3563
39188,0,1337,3563
39189,2,1338,3563
39190,0,1339,3563
39191,8,1340,3563
39192,39,1341,3563
39193,23,1342,3563
39194,2,1332,3564
39195,6,1333,3564
39196,7,1334,3564
39197,16,1335,3564
39198,4,1336,3564
39199,17,1337,3564
39200,13,1338,3564
39201,1,1339,3564
39202,3,1340,3564
39203,28,1341,3564
39204,13,1342,3564
39205,9,1332,3565
39206,20,1333,3565
39207,4,1334,3565
39208,2,1335,3565
39209,29,1336,3565
39210,18,1337,3565
39211,13,1338,3565
39212,0,1339,3565
39213,10,1340,3565
39214,49,1341,3565
39215,19,1342,3565
39216,21,1321,3566
39217,7,1322,3566
39218,11,1323,3566
39219,16,1324,3566
39220,20,1325,3566
39221,1,1326,3566
39222,17,1327,3566
39223,6,1328,3566
39224,6,1329,3566
39225,33,1330,3566
39226,0,1331,3566
39227,7,1332,3567
39228,16,1333,3567
39229,14,1334,3567
39230,13,1335,3567
39231,17,1336,3567
39232,17,1337,3567
39233,13,1338,3567
39234,0,1339,3567
39235,2,1340,3567
39236,32,1341,3567
39237,27,1342,3567
39238,18,1321,3568
39239,12,1322,3568
39240,8,1323,3568
39241,14,1324,3568
39242,21,1325,3568
39243,5,1326,3568
39244,17,1327,3568
39245,9,1328,3568
39246,10,1329,3568
39247,26,1330,3568
39248,5,1331,3568
39249,17,1343,3569
39250,5,1344,3569
39251,21,1345,3569
39252,15,1346,3569
39253,14,1347,3569
39254,7,1348,3569
39255,4,1349,3569
39256,7,1350,3569
39257,9,1351,3569
39258,8,1352,3569
39259,18,1353,3569
39260,5,1332,3570
39261,14,1333,3570
39262,23,1334,3570
39263,16,1335,3570
39264,18,1336,3570
39265,13,1337,3570
39266,0,1338,3570
39267,1,1339,3570
39268,9,1340,3570
39269,2,1341,3570
39270,9,1342,3570
39271,8,1343,3571
39272,7,1344,3571
39273,29,1345,3571
39274,1,1346,3571
39275,0,1347,3571
39276,11,1348,3571
39277,15,1349,3571
39278,12,1350,3571
39279,10,1351,3571
39280,38,1352,3571
39281,3,1353,3571
39282,7,1343,3572
39283,4,1344,3572
39284,27,1345,3572
39285,0,1346,3572
39286,28,1347,3572
39287,19,1348,3572
39288,8,1349,3572
39289,0,1350,3572
39290,7,1351,3572
39291,40,1352,3572
39292,11,1353,3572
39293,3,1343,3573
39294,0,1344,3573
39295,2,1345,3573
39296,15,1346,3573
39297,28,1347,3573
39298,0,1348,3573
39299,14,1349,3573
39300,4,1350,3573
39301,12,1351,3573
39302,37,1352,3573
39303,7,1353,3573
39304,25,1321,3574
39305,3,1322,3574
39306,17,1323,3574
39307,19,1324,3574
39308,12,1325,3574
39309,17,1326,3574
39310,13,1327,3574
39311,12,1328,3574
39312,11,1329,3574
39313,10,1330,3574
39314,29,1331,3574
39315,4,1321,3575
39316,2,1322,3575
39317,9,1323,3575
39318,14,1324,3575
39319,13,1325,3575
39320,6,1326,3575
39321,2,1327,3575
39322,10,1328,3575
39323,10,1329,3575
39324,10,1330,3575
39325,29,1331,3575
39326,7,1332,3576
39327,23,1333,3576
39328,11,1334,3576
39329,2,1335,3576
39330,28,1336,3576
39331,17,1337,3576
39332,1,1338,3576
39333,13,1339,3576
39334,1,1340,3576
39335,44,1341,3576
39336,8,1342,3576
39337,14,1343,3577
39338,7,1344,3577
39339,29,1345,3577
39340,5,1346,3577
39341,7,1347,3577
39342,18,1348,3577
39343,20,1349,3577
39344,15,1350,3577
39345,6,1351,3577
39346,34,1352,3577
39347,18,1353,3577
39348,12,1321,3578
39349,1,1322,3578
39350,15,1323,3578
39351,11,1324,3578
39352,7,1325,3578
39353,2,1326,3578
39354,1,1327,3578
39355,8,1328,3578
39356,9,1329,3578
39357,33,1330,3578
39358,5,1331,3578
39359,15,1343,3579
39360,19,1344,3579
39361,12,1345,3579
39362,16,1346,3579
39363,24,1347,3579
39364,2,1348,3579
39365,5,1349,3579
39366,8,1350,3579
39367,8,1351,3579
39368,1,1352,3579
39369,21,1353,3579
39370,23,1321,3580
39371,23,1322,3580
39372,25,1323,3580
39373,1,1324,3580
39374,24,1325,3580
39375,4,1326,3580
39376,6,1327,3580
39377,9,1328,3580
39378,12,1329,3580
39379,48,1330,3580
39380,15,1331,3580
39381,17,1332,3581
39382,17,1333,3581
39383,29,1334,3581
39384,7,1335,3581
39385,28,1336,3581
39386,3,1337,3581
39387,5,1338,3581
39388,1,1339,3581
39389,4,1340,3581
39390,40,1341,3581
39391,7,1342,3581
39392,17,1343,3582
39393,9,1344,3582
39394,21,1345,3582
39395,7,1346,3582
39396,5,1347,3582
39397,20,1348,3582
39398,13,1349,3582
39399,8,1350,3582
39400,1,1351,3582
39401,25,1352,3582
39402,22,1353,3582
39403,4,1332,3583
39404,21,1333,3583
39405,9,1334,3583
39406,2,1335,3583
39407,28,1336,3583
39408,14,1337,3583
39409,10,1338,3583
39410,7,1339,3583
39411,7,1340,3583
39412,50,1341,3583
39413,23,1342,3583
39414,5,1343,3584
39415,19,1344,3584
39416,18,1345,3584
39417,10,1346,3584
39418,4,1347,3584
39419,5,1348,3584
39420,2,1349,3584
39421,3,1350,3584
39422,9,1351,3584
39423,50,1352,3584
39424,16,1353,3584
39425,1,1343,3585
39426,9,1344,3585
39427,17,1345,3585
39428,14,1346,3585
39429,25,1347,3585
39430,15,1348,3585
39431,8,1349,3585
39432,5,1350,3585
39433,6,1351,3585
39434,7,1352,3585
39435,15,1353,3585
39436,17,1343,3586
39437,9,1344,3586
39438,12,1345,3586
39439,13,1346,3586
39440,0,1347,3586
39441,13,1348,3586
39442,7,1349,3586
39443,13,1350,3586
39444,7,1351,3586
39445,17,1352,3586
39446,30,1353,3586
39447,1,1321,3587
39448,2,1322,3587
39449,9,1323,3587
39450,9,1324,3587
39451,2,1325,3587
39452,2,1326,3587
39453,17,1327,3587
39454,15,1328,3587
39455,12,1329,3587
39456,27,1330,3587
39457,22,1331,3587
39458,25,1332,3588
39459,0,1333,3588
39460,25,1334,3588
39461,3,1335,3588
39462,1,1336,3588
39463,1,1337,3588
39464,18,1338,3588
39465,15,1339,3588
39466,9,1340,3588
39467,29,1341,3588
39468,21,1342,3588
39469,21,1321,3589
39470,25,1322,3589
39471,19,1323,3589
39472,5,1324,3589
39473,27,1325,3589
39474,9,1326,3589
39475,1,1327,3589
39476,2,1328,3589
39477,1,1329,3589
39478,39,1330,3589
39479,9,1331,3589
39480,21,1332,3590
39481,14,1333,3590
39482,2,1334,3590
39483,14,1335,3590
39484,11,1336,3590
39485,8,1337,3590
39486,6,1338,3590
39487,2,1339,3590
39488,2,1340,3590
39489,8,1341,3590
39490,0,1342,3590
39491,23,1332,3591
39492,17,1333,3591
39493,16,1334,3591
39494,0,1335,3591
39495,13,1336,3591
39496,15,1337,3591
39497,11,1338,3591
39498,1,1339,3591
39499,8,1340,3591
39500,18,1341,3591
39501,25,1342,3591
39502,6,1343,3592
39503,8,1344,3592
39504,30,1345,3592
39505,11,1346,3592
39506,24,1347,3592
39507,9,1348,3592
39508,7,1349,3592
39509,1,1350,3592
39510,7,1351,3592
39511,36,1352,3592
39512,1,1353,3592
39513,19,1321,3593
39514,6,1322,3593
39515,22,1323,3593
39516,12,1324,3593
39517,3,1325,3593
39518,16,1326,3593
39519,11,1327,3593
39520,6,1328,3593
39521,6,1329,3593
39522,48,1330,3593
39523,4,1331,3593
39524,11,1343,3594
39525,6,1344,3594
39526,7,1345,3594
39527,16,1346,3594
39528,23,1347,3594
39529,8,1348,3594
39530,14,1349,3594
39531,1,1350,3594
39532,3,1351,3594
39533,14,1352,3594
39534,18,1353,3594
39535,0,1343,3595
39536,0,1344,3595
39537,25,1345,3595
39538,8,1346,3595
39539,18,1347,3595
39540,6,1348,3595
39541,5,1349,3595
39542,1,1350,3595
39543,14,1351,3595
39544,50,1352,3595
39545,18,1353,3595
39546,7,1332,3596
39547,16,1333,3596
39548,7,1334,3596
39549,0,1335,3596
39550,17,1336,3596
39551,4,1337,3596
39552,4,1338,3596
39553,14,1339,3596
39554,9,1340,3596
39555,22,1341,3596
39556,30,1342,3596
39557,8,1343,3597
39558,9,1344,3597
39559,20,1345,3597
39560,1,1346,3597
39561,18,1347,3597
39562,15,1348,3597
39563,6,1349,3597
39564,15,1350,3597
39565,4,1351,3597
39566,41,1352,3597
39567,7,1353,3597
39568,4,1321,3598
39569,0,1322,3598
39570,15,1323,3598
39571,20,1324,3598
39572,2,1325,3598
39573,16,1326,3598
39574,15,1327,3598
39575,15,1328,3598
39576,6,1329,3598
39577,17,1330,3598
39578,3,1331,3598
39579,15,1343,3599
39580,11,1344,3599
39581,18,1345,3599
39582,9,1346,3599
39583,26,1347,3599
39584,14,1348,3599
39585,12,1349,3599
39586,8,1350,3599
39587,3,1351,3599
39588,39,1352,3599
39589,25,1353,3599
39590,15,1332,3600
39591,17,1333,3600
39592,25,1334,3600
39593,1,1335,3600
39594,18,1336,3600
39595,0,1337,3600
39596,12,1338,3600
39597,3,1339,3600
39598,11,1340,3600
39599,26,1341,3600
39600,3,1342,3600
39601,15,1343,3601
39602,23,1344,3601
39603,24,1345,3601
39604,3,1346,3601
39605,16,1347,3601
39606,3,1348,3601
39607,4,1349,3601
39608,6,1350,3601
39609,2,1351,3601
39610,40,1352,3601
39611,25,1353,3601
39612,19,1343,3602
39613,6,1344,3602
39614,1,1345,3602
39615,0,1346,3602
39616,13,1347,3602
39617,3,1348,3602
39618,15,1349,3602
39619,14,1350,3602
39620,5,1351,3602
39621,18,1352,3602
39622,7,1353,3602
39623,0,1332,3603
39624,23,1333,3603
39625,17,1334,3603
39626,2,1335,3603
39627,16,1336,3603
39628,6,1337,3603
39629,7,1338,3603
39630,13,1339,3603
39631,7,1340,3603
39632,23,1341,3603
39633,15,1342,3603
39634,1,1321,3604
39635,21,1322,3604
39636,4,1323,3604
39637,1,1324,3604
39638,27,1325,3604
39639,16,1326,3604
39640,15,1327,3604
39641,9,1328,3604
39642,0,1329,3604
39643,46,1330,3604
39644,12,1331,3604
39645,3,1321,3605
39646,16,1322,3605
39647,24,1323,3605
39648,16,1324,3605
39649,5,1325,3605
39650,10,1326,3605
39651,4,1327,3605
39652,3,1328,3605
39653,1,1329,3605
39654,7,1330,3605
39655,5,1331,3605
39656,20,1332,3606
39657,10,1333,3606
39658,25,1334,3606
39659,8,1335,3606
39660,21,1336,3606
39661,9,1337,3606
39662,18,1338,3606
39663,8,1339,3606
39664,0,1340,3606
39665,8,1341,3606
39666,0,1342,3606
39667,15,1332,3607
39668,18,1333,3607
39669,15,1334,3607
39670,0,1335,3607
39671,28,1336,3607
39672,5,1337,3607
39673,19,1338,3607
39674,9,1339,3607
39675,14,1340,3607
39676,24,1341,3607
39677,21,1342,3607
39678,14,1332,3608
39679,10,1333,3608
39680,1,1334,3608
39681,14,1335,3608
39682,14,1336,3608
39683,14,1337,3608
39684,3,1338,3608
39685,14,1339,3608
39686,9,1340,3608
39687,11,1341,3608
39688,6,1342,3608
39689,20,1354,3609
39690,17,1355,3609
39691,5,1356,3609
39692,20,1357,3609
39693,0,1358,3609
39694,16,1359,3609
39695,3,1360,3609
39696,14,1361,3609
39697,15,1362,3609
39698,35,1363,3609
39699,4,1364,3609
39700,8,1354,3610
39701,8,1355,3610
39702,14,1356,3610
39703,17,1357,3610
39704,30,1358,3610
39705,11,1359,3610
39706,2,1360,3610
39707,13,1361,3610
39708,15,1362,3610
39709,33,1363,3610
39710,18,1364,3610
39711,24,1376,3611
39712,25,1377,3611
39713,22,1378,3611
39714,14,1379,3611
39715,15,1380,3611
39716,10,1381,3611
39717,0,1382,3611
39718,4,1383,3611
39719,2,1384,3611
39720,33,1385,3611
39721,9,1386,3611
39722,9,1376,3612
39723,24,1377,3612
39724,19,1378,3612
39725,0,1379,3612
39726,14,1380,3612
39727,18,1381,3612
39728,13,1382,3612
39729,6,1383,3612
39730,0,1384,3612
39731,46,1385,3612
39732,9,1386,3612
39733,24,1354,3613
39734,15,1355,3613
39735,16,1356,3613
39736,6,1357,3613
39737,20,1358,3613
39738,11,1359,3613
39739,14,1360,3613
39740,2,1361,3613
39741,11,1362,3613
39742,50,1363,3613
39743,2,1364,3613
39744,0,1376,3614
39745,12,1377,3614
39746,3,1378,3614
39747,9,1379,3614
39748,15,1380,3614
39749,20,1381,3614
39750,1,1382,3614
39751,6,1383,3614
39752,15,1384,3614
39753,30,1385,3614
39754,11,1386,3614
39755,16,1354,3615
39756,12,1355,3615
39757,2,1356,3615
39758,16,1357,3615
39759,13,1358,3615
39760,6,1359,3615
39761,8,1360,3615
39762,4,1361,3615
39763,4,1362,3615
39764,40,1363,3615
39765,5,1364,3615
39766,20,1376,3616
39767,1,1377,3616
39768,14,1378,3616
39769,12,1379,3616
39770,8,1380,3616
39771,13,1381,3616
39772,9,1382,3616
39773,10,1383,3616
39774,12,1384,3616
39775,4,1385,3616
39776,17,1386,3616
39777,15,1365,3617
39778,21,1366,3617
39779,25,1367,3617
39780,16,1368,3617
39781,12,1369,3617
39782,13,1370,3617
39783,6,1371,3617
39784,13,1372,3617
39785,13,1373,3617
39786,34,1374,3617
39787,26,1375,3617
39788,21,1365,3618
39789,18,1366,3618
39790,7,1367,3618
39791,18,1368,3618
39792,6,1369,3618
39793,9,1370,3618
39794,11,1371,3618
39795,0,1372,3618
39796,14,1373,3618
39797,42,1374,3618
39798,25,1375,3618
39799,22,1365,3619
39800,4,1366,3619
39801,9,1367,3619
39802,15,1368,3619
39803,25,1369,3619
39804,0,1370,3619
39805,5,1371,3619
39806,5,1372,3619
39807,2,1373,3619
39808,17,1374,3619
39809,0,1375,3619
39810,7,1376,3620
39811,12,1377,3620
39812,20,1378,3620
39813,12,1379,3620
39814,0,1380,3620
39815,12,1381,3620
39816,12,1382,3620
39817,13,1383,3620
39818,14,1384,3620
39819,4,1385,3620
39820,19,1386,3620
39821,18,1376,3621
39822,16,1377,3621
39823,23,1378,3621
39824,6,1379,3621
39825,6,1380,3621
39826,3,1381,3621
39827,19,1382,3621
39828,13,1383,3621
39829,7,1384,3621
39830,38,1385,3621
39831,16,1386,3621
39832,7,1376,3622
39833,22,1377,3622
39834,11,1378,3622
39835,17,1379,3622
39836,28,1380,3622
39837,17,1381,3622
39838,11,1382,3622
39839,6,1383,3622
39840,1,1384,3622
39841,31,1385,3622
39842,6,1386,3622
39843,16,1365,3623
39844,17,1366,3623
39845,23,1367,3623
39846,5,1368,3623
39847,20,1369,3623
39848,9,1370,3623
39849,1,1371,3623
39850,4,1372,3623
39851,5,1373,3623
39852,28,1374,3623
39853,23,1375,3623
39854,16,1365,3624
39855,17,1366,3624
39856,5,1367,3624
39857,3,1368,3624
39858,1,1369,3624
39859,13,1370,3624
39860,1,1371,3624
39861,4,1372,3624
39862,10,1373,3624
39863,6,1374,3624
39864,20,1375,3624
39865,22,1354,3625
39866,5,1355,3625
39867,15,1356,3625
39868,4,1357,3625
39869,2,1358,3625
39870,6,1359,3625
39871,4,1360,3625
39872,0,1361,3625
39873,7,1362,3625
39874,19,1363,3625
39875,12,1364,3625
39876,19,1376,3626
39877,17,1377,3626
39878,27,1378,3626
39879,11,1379,3626
39880,17,1380,3626
39881,17,1381,3626
39882,7,1382,3626
39883,2,1383,3626
39884,8,1384,3626
39885,13,1385,3626
39886,8,1386,3626
39887,13,1354,3627
39888,7,1355,3627
39889,22,1356,3627
39890,13,1357,3627
39891,2,1358,3627
39892,20,1359,3627
39893,13,1360,3627
39894,2,1361,3627
39895,4,1362,3627
39896,26,1363,3627
39897,29,1364,3627
39898,15,1365,3628
39899,24,1366,3628
39900,24,1367,3628
39901,18,1368,3628
39902,29,1369,3628
39903,1,1370,3628
39904,12,1371,3628
39905,5,1372,3628
39906,4,1373,3628
39907,1,1374,3628
39908,22,1375,3628
39909,18,1376,3629
39910,8,1377,3629
39911,28,1378,3629
39912,2,1379,3629
39913,22,1380,3629
39914,1,1381,3629
39915,17,1382,3629
39916,10,1383,3629
39917,12,1384,3629
39918,30,1385,3629
39919,15,1386,3629
39920,22,1354,3630
39921,2,1355,3630
39922,29,1356,3630
39923,16,1357,3630
39924,26,1358,3630
39925,16,1359,3630
39926,3,1360,3630
39927,9,1361,3630
39928,1,1362,3630
39929,25,1363,3630
39930,11,1364,3630
39931,21,1354,3631
39932,10,1355,3631
39933,2,1356,3631
39934,18,1357,3631
39935,23,1358,3631
39936,17,1359,3631
39937,9,1360,3631
39938,1,1361,3631
39939,0,1362,3631
39940,40,1363,3631
39941,7,1364,3631
39942,5,1354,3632
39943,13,1355,3632
39944,17,1356,3632
39945,11,1357,3632
39946,17,1358,3632
39947,11,1359,3632
39948,10,1360,3632
39949,3,1361,3632
39950,4,1362,3632
39951,42,1363,3632
39952,1,1364,3632
39953,22,1354,3633
39954,17,1355,3633
39955,22,1356,3633
39956,4,1357,3633
39957,4,1358,3633
39958,7,1359,3633
39959,1,1360,3633
39960,9,1361,3633
39961,2,1362,3633
39962,7,1363,3633
39963,17,1364,3633
39964,5,1376,3634
39965,2,1377,3634
39966,6,1378,3634
39967,17,1379,3634
39968,26,1380,3634
39969,9,1381,3634
39970,19,1382,3634
39971,11,1383,3634
39972,9,1384,3634
39973,8,1385,3634
39974,3,1386,3634
39975,4,1376,3635
39976,15,1377,3635
39977,4,1378,3635
39978,0,1379,3635
39979,9,1380,3635
39980,19,1381,3635
39981,20,1382,3635
39982,2,1383,3635
39983,12,1384,3635
39984,30,1385,3635
39985,11,1386,3635
39986,5,1365,3636
39987,6,1366,3636
39988,5,1367,3636
39989,11,1368,3636
39990,1,1369,3636
39991,19,1370,3636
39992,10,1371,3636
39993,13,1372,3636
39994,11,1373,3636
39995,42,1374,3636
39996,22,1375,3636
39997,8,1376,3637
39998,19,1377,3637
39999,21,1378,3637
40000,7,1379,3637
40001,26,1380,3637
40002,19,1381,3637
40003,6,1382,3637
40004,7,1383,3637
40005,0,1384,3637
40006,15,1385,3637
40007,17,1386,3637
40008,8,1354,3638
40009,17,1355,3638
40010,29,1356,3638
40011,11,1357,3638
40012,14,1358,3638
40013,0,1359,3638
40014,18,1360,3638
40015,4,1361,3638
40016,8,1362,3638
40017,0,1363,3638
40018,3,1364,3638
40019,19,1354,3639
40020,18,1355,3639
40021,8,1356,3639
40022,3,1357,3639
40023,8,1358,3639
40024,2,1359,3639
40025,11,1360,3639
40026,10,1361,3639
40027,13,1362,3639
40028,28,1363,3639
40029,22,1364,3639
40030,12,1376,3640
40031,6,1377,3640
40032,24,1378,3640
40033,14,1379,3640
40034,5,1380,3640
40035,18,1381,3640
40036,7,1382,3640
40037,10,1383,3640
40038,1,1384,3640
40039,35,1385,3640
40040,17,1386,3640
40041,14,1365,3641
40042,20,1366,3641
40043,15,1367,3641
40044,10,1368,3641
40045,10,1369,3641
40046,4,1370,3641
40047,3,1371,3641
40048,11,1372,3641
40049,1,1373,3641
40050,47,1374,3641
40051,6,1375,3641
40052,11,1376,3642
40053,5,1377,3642
40054,2,1378,3642
40055,7,1379,3642
40056,9,1380,3642
40057,1,1381,3642
40058,9,1382,3642
40059,2,1383,3642
40060,14,1384,3642
40061,24,1385,3642
40062,11,1386,3642
40063,13,1354,3643
40064,7,1355,3643
40065,24,1356,3643
40066,3,1357,3643
40067,20,1358,3643
40068,1,1359,3643
40069,20,1360,3643
40070,15,1361,3643
40071,6,1362,3643
40072,48,1363,3643
40073,1,1364,3643
40074,4,1354,3644
40075,1,1355,3644
40076,18,1356,3644
40077,5,1357,3644
40078,27,1358,3644
40079,9,1359,3644
40080,10,1360,3644
40081,14,1361,3644
40082,1,1362,3644
40083,11,1363,3644
40084,29,1364,3644
40085,16,1365,3645
40086,10,1366,3645
40087,9,1367,3645
40088,15,1368,3645
40089,17,1369,3645
40090,1,1370,3645
40091,18,1371,3645
40092,7,1372,3645
40093,3,1373,3645
40094,13,1374,3645
40095,28,1375,3645
40096,14,1365,3646
40097,11,1366,3646
40098,3,1367,3646
40099,18,1368,3646
40100,4,1369,3646
40101,12,1370,3646
40102,14,1371,3646
40103,0,1372,3646
40104,8,1373,3646
40105,3,1374,3646
40106,24,1375,3646
40107,15,1365,3647
40108,5,1366,3647
40109,26,1367,3647
40110,10,1368,3647
40111,27,1369,3647
40112,0,1370,3647
40113,7,1371,3647
40114,2,1372,3647
40115,15,1373,3647
40116,0,1374,3647
40117,7,1375,3647
40118,19,1354,3648
40119,20,1355,3648
40120,14,1356,3648
40121,12,1357,3648
40122,22,1358,3648
40123,17,1359,3648
40124,3,1360,3648
40125,2,1361,3648
40126,5,1362,3648
40127,3,1363,3648
40128,21,1364,3648
40129,6,1365,3649
40130,11,1366,3649
40131,30,1367,3649
40132,14,1368,3649
40133,8,1369,3649
40134,11,1370,3649
40135,14,1371,3649
40136,8,1372,3649
40137,7,1373,3649
40138,44,1374,3649
40139,0,1375,3649
40140,2,1365,3650
40141,25,1366,3650
40142,8,1367,3650
40143,19,1368,3650
40144,11,1369,3650
40145,17,1370,3650
40146,8,1371,3650
40147,2,1372,3650
40148,10,1373,3650
40149,9,1374,3650
40150,4,1375,3650
40151,9,1365,3651
40152,3,1366,3651
40153,9,1367,3651
40154,3,1368,3651
40155,28,1369,3651
40156,2,1370,3651
40157,10,1371,3651
40158,1,1372,3651
40159,12,1373,3651
40160,13,1374,3651
40161,21,1375,3651
40162,0,1365,3652
40163,11,1366,3652
40164,9,1367,3652
40165,11,1368,3652
40166,13,1369,3652
40167,5,1370,3652
40168,1,1371,3652
40169,1,1372,3652
40170,13,1373,3652
40171,44,1374,3652
40172,4,1375,3652
40173,16,1365,3653
40174,11,1366,3653
40175,26,1367,3653
40176,6,1368,3653
40177,6,1369,3653
40178,5,1370,3653
40179,7,1371,3653
40180,10,1372,3653
40181,14,1373,3653
40182,40,1374,3653
40183,13,1375,3653
40184,19,1354,3654
40185,3,1355,3654
40186,13,1356,3654
40187,15,1357,3654
40188,3,1358,3654
40189,16,1359,3654
40190,14,1360,3654
40191,12,1361,3654
40192,7,1362,3654
40193,27,1363,3654
40194,9,1364,3654
40195,22,1365,3655
40196,9,1366,3655
40197,24,1367,3655
40198,15,1368,3655
40199,27,1369,3655
40200,15,1370,3655
40201,14,1371,3655
40202,4,1372,3655
40203,2,1373,3655
40204,19,1374,3655
40205,1,1375,3655
40206,18,1354,3656
40207,12,1355,3656
40208,4,1356,3656
40209,6,1357,3656
40210,5,1358,3656
40211,19,1359,3656
40212,1,1360,3656
40213,10,1361,3656
40214,13,1362,3656
40215,49,1363,3656
40216,26,1364,3656
40217,12,1376,3657
40218,18,1377,3657
40219,3,1378,3657
40220,2,1379,3657
40221,24,1380,3657
40222,11,1381,3657
40223,18,1382,3657
40224,7,1383,3657
40225,0,1384,3657
